STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
       2700;19470101;19471231;    5;  -999;   8.86;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       2700;19480101;19481231;    5;  -999;   8.75;    -999;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       2700;19490101;19491231;    5;  4.59;   8.98;   14.22;    4.14;    2.12; 2041.60;-999;-999;-999;-999;-999;-999;eor
       2700;19610101;19611231;    5;  5.08;   8.67;   13.45;    4.53;    1.26; 1852.90;-999;  31.0; -18.2;    5;   660.8;   24.8;eor
       2700;19620101;19621231;    5;  4.89;   6.96;   11.76;    2.63;    1.90; 1885.60;-999;  33.4; -21.0;    5;   612.3;   27.4;eor
       2700;19630101;19631231;    5;  5.11;   6.98;   11.52;    2.74;    1.79; 1801.20;-999;  32.0; -23.5;    5;   690.1;   31.3;eor
       2700;19640101;19641231;    5;  5.03;   8.00;   12.43;    3.94;    1.91; 1731.60;-999;  34.6; -19.0;    5;   609.8;   35.9;eor
       2700;19650101;19651231;    5;  5.38;   7.16;   11.47;    3.41;    2.23; 1507.90;-999;  32.1; -17.0;    5;   950.9;   50.5;eor
       2700;19660101;19661231;    5;  5.29;   8.52;   12.77;    4.83;    2.28; 1569.80;-999;  32.1; -17.6;    5;   889.7;   38.4;eor
       2700;19670101;19671231;    5;  4.79;   8.45;   13.10;    4.31;    2.12; 1739.20;-999;  32.1; -20.6;    5;   642.5;   26.1;eor
       2700;19680101;19681231;    5;  5.18;   7.65;   11.98;    3.90;    2.08; 1584.60;-999;  30.2; -21.0;    5;   858.4;   41.0;eor
       2700;19690101;19691231;    5;  5.07;   7.38;   11.94;    3.49;    2.13; 1651.20;-999;  32.0; -18.1;    5;   513.4;   21.6;eor
       2700;19700101;19701231;    5;  5.80;   7.25;   11.37;    3.74;    2.29; 1452.00;-999;  30.8; -18.0;    5;   772.8;   29.4;eor
       2700;19710101;19711231;    5;  5.64;   7.48;   12.39;    2.76;    1.94; 1790.20;-999;  32.7; -19.9;    5;   503.9;   26.1;eor
       2700;19720101;19721231;    5;  5.96;   7.33;   11.68;    3.25;    2.06; 1525.90;-999;  32.3; -14.5;    5;   558.8;   48.6;eor
       2700;19730101;19731231;    5;  5.46;   7.46;   11.98;    3.46;    2.18; 1698.60;-999;  30.6; -23.4;    5;   577.7;   26.4;eor
       2700;19740101;19741231;    5;  5.78;   8.45;   12.80;    4.54;    2.04; 1529.20;-999;  33.1; -10.1;    5;   838.9;   28.0;eor
       2700;19750101;19751231;    5;  5.78;   8.44;   12.74;    4.72;    2.00; 1550.00;-999;  30.8; -18.4;    5;   744.6;   29.2;eor
       2700;19760101;19761231;    5;  5.57;   7.74;   12.35;    3.50;    2.11; 1686.40;-999;  34.7; -23.3;    5;   577.1;   39.8;eor
       2700;19770101;19771231;    5;  5.95;   8.25;   12.56;    4.37;    2.09; 1427.20;-999;  30.2; -10.4;    5;   691.5;   27.2;eor
       2700;19780101;19781231;    5;  6.20;   7.05;   11.14;    3.48;    2.13; 1465.90;-999;  28.0; -14.9;    5;   775.1;   41.8;eor
       2700;19790101;19791231;    5;  6.03;   7.80;   12.40;    3.89;    2.20; 1591.40;-999;  29.6; -17.5;    5;   755.7;   41.8;eor
       2700;19800101;19801231;    5;  6.13;   7.44;   11.75;    3.86;    2.30; 1460.00;-999;  32.2; -17.9;    5;   741.5;   31.8;eor
       2700;19810101;19811231;   10;  6.39;   7.91;   12.41;    3.79;    2.34; 1510.40;-999;  30.4; -16.9;   10;   935.9;   47.5;eor
       2700;19820101;19821231;   10;  6.07;   8.23;   12.91;    4.26;    2.20; 1670.80;-999;  31.3; -18.2;   10;   612.6;   35.3;eor
       2700;19830101;19831231;   10;  6.12;   8.48;   13.21;    3.98;    2.21; 1693.90;-999;  40.0; -13.6;   10;   604.7;   22.7;eor
       2700;19840101;19841231;   10;  6.49;   7.24;   11.73;    3.23;    2.12; 1516.00;-999;  34.6; -15.2;   10;   678.0;   28.9;eor
       2700;19850101;19851231;   10;  6.28;   6.76;   11.77;    2.30;    2.16; 1697.80;-999;  31.8; -24.2;   10;   680.0;   26.6;eor
       2700;19860101;19861231;   10;  6.23;   7.71;   12.47;    3.74;    2.30; 1674.90;-999;  33.2; -18.3;   10;   762.9;   30.5;eor
       2700;19870101;19871231;   10;  6.55;   7.32;   11.60;    3.63;    2.19; 1424.50;-999;  30.0; -23.8;   10;   838.9;   40.2;eor
       2700;19880101;19881231;   10;  6.42;   8.89;   13.16;    5.22;    2.29; 1551.40;-999;  32.7;  -9.2;   10;   743.0;   28.5;eor
       2700;19890101;19891231;   10;  6.52;   8.71;   13.25;    4.76;    1.86; 1543.40;-999;  32.8; -12.1;   10;   654.8;   21.2;eor
       2700;19900101;19901231;   10;  6.23;   8.90;   13.84;    4.49;    2.18; 1812.30;-999;  32.8;  -9.2;   10;   637.2;   27.6;eor
       2700;19910101;19911231;   10;  6.37;   7.89;   12.38;    3.80;    2.35; 1743.70;-999;  33.0; -15.8;    9;   624.7;   41.6;eor
       2700;19920101;19921231;   10;  6.47;   8.91;   13.33;    4.92;    2.41; 1618.00;-999;  35.2; -10.9;    9;   712.3;   29.1;eor
       2700;19930101;19931231;   10;  6.37;   8.22;   12.68;    4.24;    2.34; 1704.70;-999;  31.3; -14.0;    9;   796.0;   29.2;eor
       2700;19940101;19941231;   10;  6.34;   9.91;   14.55;    5.94;    2.51; 1805.90;-999;  34.2; -12.2;    9;   658.6;   38.3;eor
       2700;19950101;19951231;   10;  6.46;   8.56;   12.72;    4.92;    2.51; 1609.70;-999;  34.3; -11.6;    9;   735.2;   25.9;eor
       2700;19960101;19961231;   10;  6.50;   6.97;   11.13;    3.27;    2.28; 1624.00;-999;  31.1; -18.8;    9;   616.5;   49.7;eor
       2700;19970101;19971231;   10;  6.08;   8.61;   13.46;    4.65;    2.36; 1892.50;-999;  30.5; -13.1;    9;   613.3;   18.2;eor
       2700;19980101;19981231;   10;  6.21;   8.66;   13.39;    4.68;    2.55; 1739.40;-999;  35.2; -13.5;    9;   831.4;   39.5;eor
       2700;19990101;19991231;   10;  6.37;   8.97;   13.37;    5.39;    2.51; 1747.20;-999;  33.3; -12.1;    9;   772.5;   26.0;eor
       2700;20000101;20001231;   10;  6.31;   9.47;   14.01;    5.80;    2.56; 1710.80;-999;  32.3; -17.9;    9;   756.0;   23.2;eor
       2700;20010101;20011231;   10;  6.38;   8.77;   13.07;    5.17;    2.68; 1708.00;-999;  31.3; -18.8;    9;   977.2;   29.7;eor
       2700;20020101;20021231;   10;  6.36;   9.41;   13.93;    5.70;    2.69; 1712.70;-999;  32.4; -15.9;    9;  1007.6;   45.3;eor
       2700;20030101;20031231;   10;  5.83;   9.28;   14.46;    4.98;    2.56; 2161.00;-999;  38.1; -13.7;    9;   520.3;   33.5;eor
       2700;20040101;20041231;   10;  6.15;   8.64;   13.18;    4.82;    2.51; 1770.30;-999;  31.4; -12.8;    9;   721.6;   33.9;eor
       2700;20050101;20051231;   10;  6.04;   8.50;   12.83;    4.38;    2.37; 1722.30;-999;  33.9; -18.5;    9;   726.1;   64.7;eor
       2700;20060101;20061231;   10;  5.61;   9.19;   13.67;    5.14;    2.32; 1837.90;-999;  35.4; -12.9;    9;   621.5;   18.9;eor
       2700;20070101;20071231;   10;  5.51;   9.87;   14.45;    5.60;    2.53; 1902.00;-999;  35.0;  -9.6;    9;   809.6;   41.8;eor
       2700;20080101;20081231;   10;  5.67;   9.51;   14.01;    5.49;    2.38; 1787.50;-999;  31.7;  -7.6;    9;   649.1;   30.2;eor
