STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
       3307;18900101;18901231;    5;  -999;   -999;   12.03;    1.77;-999;-999;-999;-999;-999;    5;  1303.0;-999;eor
       3307;18910101;18911231;    5;  -999;   -999;   12.00;    1.69;-999;-999;-999;-999;-999;    5;  1192.0;-999;eor
       3307;18920101;18921231;    5;  -999;   -999;   12.26;    2.24;-999;-999;-999;-999;-999;    5;  1526.0;-999;eor
       3307;18930101;18931231;    5;  -999;   -999;   11.78;    1.25;-999;-999;-999;-999;-999;    5;  1337.0;-999;eor
       3307;18940101;18941231;    5;  -999;   -999;   12.12;    1.49;-999;-999;-999;-999;-999;    5;  1260.0;-999;eor
       3307;18950101;18951231;    5;  -999;   -999;   11.69;    1.00;-999;-999;-999;-999;-999;    5;  1308.0;-999;eor
       3307;18960101;18961231;    5;  -999;   -999;   11.03;    0.48;-999;-999;-999;-999;-999;    5;  1426.0;-999;eor
       3307;18970101;18971231;    5;  -999;   -999;   12.57;    1.03;-999;-999;-999;-999;-999;    5;  1298.0;-999;eor
       3307;18980101;18981231;    5;  -999;   -999;   13.25;    1.83;-999;-999;-999;-999;-999;    5;  1161.0;-999;eor
       3307;18990101;18991231;    5;  -999;   -999;   12.73;    0.92;-999;-999;-999;-999;-999;    5;  1376.0;-999;eor
       3307;19000101;19001231;    5;  -999;   -999;   12.45;    1.15;-999;-999;-999;-999;-999;    5;  1315.0;-999;eor
       3307;19010101;19011231;    5;  -999;   5.73;   11.66;    0.13;-999;-999;-999;-999;-999;    5;  1183.0;-999;eor
       3307;19020101;19021231;    5;  -999;   6.14;   11.83;    0.89;-999;-999;-999;-999;-999;    5;  1170.0;-999;eor
       3307;19030101;19031231;    5;  -999;   6.53;   12.07;    1.44;-999;-999;-999;-999;-999;    5;  1234.0;-999;eor
       3307;19040101;19041231;    5;  -999;   6.67;   12.40;    1.52;-999;-999;-999;-999;-999;    5;  1183.0;-999;eor
       3307;19050101;19051231;    5;  -999;   5.87;   10.94;    0.71;-999;-999;-999;-999;-999;    5;  1423.0;-999;eor
       3307;19060101;19061231;    5;  -999;   5.94;   11.30;    0.80;-999;-999;-999;-999;-999;    5;  1239.0;-999;eor
       3307;19070101;19071231;    5;  -999;   6.17;   12.04;    1.30;-999;-999;-999;-999;-999;    5;  1297.0;-999;eor
       3307;19080101;19081231;    5;  -999;   5.67;   11.15;    0.89;-999;-999;-999;-999;-999;    5;  1168.0;-999;eor
       3307;19090101;19091231;    5;  -999;   5.14;   10.58;    0.73;-999;-999;-999;-999;-999;    5;  1218.0;-999;eor
       3307;19100101;19101231;    5;  -999;   6.34;   11.37;    2.15;-999;-999;-999;-999;-999;    5;  1755.0;-999;eor
       3307;19110101;19111231;    5;  -999;   6.88;   12.72;    2.04;-999;-999;-999;-999;-999;    5;  1112.0;-999;eor
       3307;19120101;19121231;    5;  -999;   5.99;   10.92;    1.74;-999;-999;-999;-999;-999;    5;  1698.0;-999;eor
       3307;19130101;19131231;    5;  -999;   6.68;   11.77;    2.30;-999;-999;-999;-999;-999;    5;  1531.0;-999;eor
       3307;19140101;19141231;    5;  -999;   6.28;   11.49;    1.80;-999;-999;-999;-999;-999;    5;  1407.0;-999;eor
