Stations_id;Stationshoehe;Geogr.Breite;Geogr.Laenge;von_datum;bis_datum;Stationsname
  5397;  399.00; 49.6798; 12.1678;18790101;18951231;Weiden
  5397;  400.00; 49.6670; 12.1552;19140218;19241231;Weiden
  5397;  420.00; 49.6837; 12.1467;19460626;19470516;Weiden
  5397;  393.20; 49.6782; 12.1668;19470517;19500321;Weiden
  5397;  396.40; 49.6772; 12.1837;19500322;19540729;Weiden
  5397;  396.40; 49.6773; 12.1827;19540730;19600630;Weiden
  5397;  437.50; 49.6664; 12.1842;19600701;19910731;Weiden
  5397;  437.50; 49.6664; 12.1843;19910801;20060628;Weiden
  5397;  439.60; 49.6662; 12.1844;20060629;        ;Weiden
