STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
       1279;18810101;18811231;    5;  -999;   -999;   12.72;    3.44;-999;-999;-999;-999;-999;    5;   687.0;-999;eor
       1279;18820101;18821231;    5;  -999;   -999;   13.08;    4.25;-999;-999;-999;-999;-999;    5;   968.0;-999;eor
       1279;18830101;18831231;    5;  -999;   -999;   12.80;    3.88;-999;-999;-999;-999;-999;    5;   529.0;-999;eor
       1279;18840101;18841231;    5;  -999;   -999;   13.77;    4.16;-999;-999;-999;-999;-999;    5;   514.0;-999;eor
       1279;18850101;18851231;    5;  -999;   -999;   13.55;    2.93;-999;-999;-999;-999;-999;    5;   678.0;-999;eor
       1279;18860101;18861231;    5;  -999;   -999;   13.29;    3.61;-999;-999;-999;-999;-999;    5;   793.0;-999;eor
       1279;18870101;18871231;    5;  -999;   -999;   11.79;    2.47;-999;-999;-999;-999;-999;    5;   464.0;-999;eor
       1279;18880101;18881231;    5;  -999;   -999;   11.55;    3.01;-999;-999;-999;-999;-999;    5;   643.0;-999;eor
       1279;18890101;18891231;    5;  -999;   -999;   11.75;    3.03;-999;-999;-999;-999;-999;    5;   680.0;-999;eor
       1279;18900101;18901231;    5;  -999;   -999;   12.53;    2.43;-999;-999;-999;-999;-999;    5;   635.0;-999;eor
       1279;18910101;18911231;    5;  -999;   -999;   12.53;    2.78;-999;-999;-999;-999;-999;    1;   655.9;   31.2;eor
       1279;18920101;18921231;    5;  -999;   -999;   12.74;    3.06;-999;-999;-999;-999;-999;    1;   485.7;   17.6;eor
       1279;18930101;18931231;    5;  -999;   -999;   13.53;    3.88;-999;-999;-999;-999;-999;    1;   465.6;   30.1;eor
       1279;18940101;18941231;    5;  -999;   -999;   13.61;    4.90;-999;-999;-999;-999;-999;    1;   756.7;   29.4;eor
       1279;18950101;18951231;    5;  -999;   -999;   12.56;    3.22;-999;-999;-999;-999;-999;    1;   684.2;   40.8;eor
       1279;18960101;18961231;    5;  -999;   -999;   12.16;    4.18;-999;-999;-999;-999;-999;    1;   631.1;   40.1;eor
       1279;18970101;18971231;    5;  -999;   -999;   13.28;    4.78;-999;-999;-999;-999;-999;    1;   696.8;   17.2;eor
       1279;18980101;18981231;    5;  -999;   -999;   13.97;    4.93;-999;-999;-999;-999;-999;    1;   634.4;   17.6;eor
       1279;18990101;18991231;    5;  -999;   -999;   13.61;    4.01;-999;-999;-999;-999;-999;    1;   717.1;   33.6;eor
       1279;19000101;19001231;    5;  -999;   -999;   13.59;    5.14;-999;-999;-999;-999;-999;    1;   917.9;   43.0;eor
       1279;19010101;19011231;    5;  -999;   -999;   12.39;    3.67;-999;-999;-999;-999;-999;    1;   692.9;   48.2;eor
