STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
       2261;19470101;19471231;    5;  5.08;   6.52;   11.38;    1.67;    2.78; 1859.20;-999;  34.9; -24.7;    5;   558.4;   21.4;eor
       2261;19480101;19481231;    5;  5.10;   7.10;   11.60;    2.63;    2.62; 1815.30;-999;  28.5; -21.0;    5;   603.1;   42.8;eor
       2261;19490101;19491231;    5;  4.89;   7.08;   11.65;    2.42;    2.44; 1805.10;-999;  30.7; -17.8;    5;   564.7;   29.0;eor
       2261;19500101;19501231;    5;  5.35;   6.60;   10.85;    2.40;    2.63; 1692.70;-999;  29.3; -24.6;    5;   779.3;   30.8;eor
       2261;19510101;19511231;    5;  5.30;   6.95;   11.18;    3.01;    2.66; 1532.40;-999;  30.0; -13.1;    5;   585.3;   26.7;eor
       2261;19520101;19521231;    5;  5.70;   6.08;   10.00;    2.17;    2.65; 1424.50;-999;  32.6; -21.3;    5;   758.9;   38.8;eor
       2261;19530101;19531231;    5;  5.06;   7.15;   11.63;    2.85;    2.58; 1914.70;-999;  29.4; -18.9;    5;   388.2;   21.3;eor
       2261;19540101;19541231;    5;  5.45;   5.57;    9.62;    1.84;    2.88; 1640.90;-999;  29.6; -22.2;    5;   843.5;   59.4;eor
       2261;19550101;19551231;    5;  5.54;   5.34;    9.43;    1.40;    2.52; 1551.80;-999;  28.0; -22.7;    5;   650.7;   28.9;eor
       2261;19560101;19561231;    5;  5.59;   4.58;    8.59;    0.86;    2.59; 1469.60;-999;  26.3; -27.0;    5;   683.0;   25.8;eor
       2261;19570101;19571231;    5;  5.37;   6.63;   10.69;    2.65;    2.39; 1676.80;-999;  34.5; -15.3;    5;   714.5;   41.5;eor
       2261;19580101;19581231;    5;  5.69;   6.30;   10.12;    2.51;    2.50; 1554.90;-999;  29.6; -17.7;    5;   824.0;   41.0;eor
       2261;19590101;19591231;    5;  4.71;   7.11;   12.01;    2.53;    2.21; 2008.90;-999;  32.5; -16.8;    5;   584.3;   55.5;eor
       2261;19600101;19601231;    5;  5.73;   6.37;   10.36;    2.64;    2.58; 1541.90;-999;  29.6; -18.6;    5;   728.2;   37.0;eor
       2261;19610101;19611231;    5;  5.45;   7.15;   11.40;    3.13;    2.52; 1622.50;-999;  28.8; -20.4;    5;   735.5;   42.8;eor
       2261;19620101;19621231;    5;  5.56;   5.22;    9.36;    1.22;    2.62; 1709.60;-999;  30.1; -18.4;    5;   561.8;   31.6;eor
       2261;19630101;19631231;    5;  5.39;   5.30;    9.65;    1.07;    2.24; 1643.50;-999;  29.7; -23.7;    5;   567.9;   24.0;eor
       2261;19640101;19641231;    5;  5.29;   6.16;   10.50;    1.85;    2.48; 1736.00;-999;  32.3; -19.1;    5;   455.2;   23.1;eor
       2261;19650101;19651231;    5;  5.79;   5.57;    9.65;    1.85;    2.59; 1457.80;-999;  29.7; -23.9;    5;   979.9;   39.3;eor
