STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
       4287;19480101;19481231;    5;  5.33;   8.71;   13.28;    4.65;    2.10;-999;-999;  31.0; -13.5;    5;   650.2;   40.3;eor
       4287;19490101;19491231;    5;  5.06;   9.02;   13.71;    4.63;    2.21;-999;-999;  33.2; -14.0;    5;   443.0;   20.0;eor
       4287;19500101;19501231;    5;  5.51;   8.42;   12.75;    4.46;    2.30;-999;-999;  32.5; -16.0;    5;   757.4;   27.7;eor
       4287;19510101;19511231;    5;  5.80;   8.54;   12.90;    4.78;    2.45;-999;-999;  32.5; -10.0;    5;   632.7;   29.5;eor
       4287;19520101;19521231;    5;  6.12;   7.85;   11.90;    4.11;    2.47;-999;-999;  36.2; -17.0;    5;   827.6;   31.0;eor
       4287;19530101;19531231;    5;  5.61;   8.71;   13.14;    4.68;    2.34;-999;-999;  31.5; -16.5;    5;   546.5;   48.5;eor
       4287;19540101;19541231;    5;  6.13;   7.42;   11.52;    3.69;    2.52;-999;-999;  31.5; -18.4;    5;   739.0;   25.3;eor
       4287;19550101;19551231;    5;  5.88;   7.21;   11.50;    2.92;    1.94;-999;-999;  31.2; -12.6;    5;   668.6;   45.3;eor
       4287;19560101;19561231;    5;  5.44;   6.46;   10.83;    1.94;    1.64;-999;-999;  27.9; -24.7;    5;   693.6;   36.6;eor
       4287;19570101;19571231;    5;  5.28;   8.23;   12.76;    3.73;    1.68;-999;-999;  35.5; -14.5;    5;   635.4;   21.3;eor
       4287;19580101;19581231;    5;  5.46;   7.91;   12.17;    3.86;    1.99;-999;-999;  30.5; -16.4;    5;   769.7;   23.0;eor
       4287;19590101;19591231;    5;  4.52;   8.76;   13.98;    3.90;    1.67;-999;-999;  33.7; -11.8;    5;   623.3;   72.4;eor
       4287;19600101;19601231;    5;  5.59;   8.15;   12.55;    3.99;    1.80;-999;-999;  29.5; -18.8;    5;   707.8;   40.5;eor
       4287;19610101;19611231;    5;  5.16;   8.72;   13.29;    4.57;    1.84;-999;-999;  30.1; -15.5;    5;   759.6;   29.5;eor
       4287;19620101;19621231;    5;  5.09;   6.91;   11.34;    2.44;    1.96;-999;-999;  32.4; -19.8;    5;   583.5;   28.0;eor
       4287;19630101;19631231;    5;  5.22;   6.89;   11.26;    2.55;    1.73;-999;-999;  31.6; -22.5;    5;   635.5;   25.3;eor
       4287;19640101;19641231;    5;  4.92;   8.16;   12.37;    4.11;    1.76;-999;-999;  34.0; -15.4;    5;   534.3;   23.3;eor
       4287;19650101;19651231;    5;  5.45;   7.34;   11.33;    3.56;    1.78;-999;-999;  29.4; -17.3;    5;  1059.4;   37.9;eor
       4287;19660101;19661231;    5;  5.53;   8.52;   12.35;    4.76;    1.77;-999;-999;  33.5; -18.7;    5;   949.3;   54.3;eor
       4287;19670101;19671231;    5;  4.96;   8.74;   12.92;    4.45;    1.91;-999;-999;  32.2; -17.5;    5;   546.1;   32.5;eor
       4287;19680101;19681231;    5;  5.53;   7.88;   11.62;    3.95;    1.75;-999;-999;  28.7; -23.3;    5;   919.8;   56.1;eor
       4287;19690101;19691231;    5;  5.05;   7.78;   11.74;    3.68;    1.78;-999;-999;  32.5; -23.5;    5;   581.9;   22.2;eor
       4287;19700101;19701231;    5;  5.58;   7.84;   11.52;    3.77;    1.93;-999;-999;  30.9; -16.4;    5;   824.6;   44.0;eor
       4287;19710101;19711231;    5;  4.82;   8.45;   12.75;    3.83;    1.60;-999;-999;  33.5; -19.5;    5;   529.1;   54.8;eor
       4287;19720101;19721231;    5;  5.26;   7.82;   11.88;    3.58;    1.50;-999;-999;  31.4; -12.4;    5;   553.9;   26.7;eor
       4287;19730101;19731231;    5;  5.03;   8.21;   12.18;    3.89;    1.69;-999;-999;  31.3; -22.7;    5;   626.3;   65.4;eor
       4287;19740101;19741231;    5;  5.26;   8.69;   12.57;    4.68;    1.92;-999;-999;  32.5;  -8.2;    5;   806.1;   21.8;eor
       4287;19750101;19751231;    5;  4.72;   8.78;   12.72;    4.78;    2.36;-999;-999;  30.0; -10.8;    5;   589.4;   39.3;eor
       4287;19760101;19761231;    5;  4.46;   8.61;   12.78;    4.13;    2.57;-999;-999;  33.0; -22.3;    5;   512.1;   31.1;eor
       4287;19770101;19771231;    5;  5.23;   8.64;   12.40;    4.73;    2.66;-999;-999;  29.6; -10.7;    5;   716.1;   32.9;eor
       4287;19780101;19781231;    5;  5.25;   7.59;   11.24;    3.70;    2.67;-999;-999;  28.2; -17.7;    5;   793.0;   36.6;eor
       4287;19790101;19791231;    5;  5.21;   7.99;   12.02;    4.07;    2.64;-999;-999;  29.5; -17.5;    5;   735.8;   78.3;eor
       4287;19800101;19801231;    5;  5.50;   7.65;   11.31;    4.06;    2.70;-999;-999;  31.1; -15.4;    5;   744.4;   25.9;eor
       4287;19810101;19811231;   10;  5.40;   8.13;   12.08;    4.22;    2.76;-999;-999;  28.8; -15.1;   10;   830.7;   45.5;eor
       4287;19820101;19821231;   10;  4.92;   8.69;   12.99;    4.75;    2.63;-999;-999;  30.0; -15.4;   10;   693.2;   31.9;eor
       4287;19830101;19831231;   10;  5.04;   8.65;   13.67;    4.27;    2.57;-999;-999;  36.0; -15.9;   10;   668.4;   21.7;eor
       4287;19840101;19841231;   10;  5.32;   7.39;   12.06;    3.55;    2.53;-999;-999;  35.8; -14.1;   10;   661.4;   43.0;eor
       4287;19850101;19851231;   10;  5.07;   6.95;   12.18;    2.65;    2.27;-999;-999;  33.3; -24.8;   10;   571.9;   23.9;eor
       4287;19860101;19861231;   10;  5.36;   7.67;   12.57;    3.57;    2.49;-999;-999;  32.3; -17.5;   10;   743.5;   23.3;eor
       4287;19870101;19871231;   10;  5.63;   7.41;   11.77;    3.80;    2.49;-999;-999;  31.6; -19.6;   10;   731.3;   34.7;eor
       4287;19880101;19881231;   10;  5.46;   8.92;   13.30;    5.07;    2.40;-999;-999;  31.9; -17.1;   10;   782.9;   28.2;eor
       4287;19890101;19891231;   10;  5.05;   9.09;   14.02;    4.91;    2.26;-999;-999;  34.6; -11.8;   10;   555.9;   27.6;eor
       4287;19900101;19901231;   10;  4.94;   9.11;   14.14;    4.80;    2.44;-999;-999;  34.0; -10.6;   10;   680.9;   43.2;eor
       4287;19910101;19911231;   10;  4.67;   8.05;   13.08;    3.71;    2.34;-999;-999;  34.3; -16.4;    9;   478.0;   36.2;eor
       4287;19920101;19921231;   10;  5.04;   9.08;   13.85;    4.99;    2.41;-999;-999;  35.2; -11.5;    9;   635.6;   28.2;eor
       4287;19930101;19931231;   10;  5.23;   8.61;   13.32;    4.51;    2.42;-999;-999;  31.8; -13.6;    9;   667.7;   49.8;eor
       4287;19940101;19941231;   10;  5.26;   9.88;   14.78;    5.95;    2.47;-999;-999;  35.4; -12.5;    9;   698.4;   48.7;eor
       4287;19950101;19951231;   10;  5.47;   8.82;   13.20;    5.03;    2.48;-999;-999;  34.9; -15.6;    9;   796.0;   38.2;eor
       4287;19960101;19961231;   10;  5.35;   7.30;   11.67;    3.45;    2.55;-999;-999;  32.2; -19.8;    9;   659.1;   44.4;eor
       4287;19970101;19971231;   10;  5.15;   8.81;   13.79;    4.67;    2.62;-999;-999;  30.5; -16.4;    9;   636.4;   52.8;eor
       4287;19980101;19981231;   10;  5.44;   9.15;   13.89;    5.16;    2.68;-999;-999;  36.6; -16.2;    9;   805.1;   47.8;eor
       4287;19990101;19991231;   10;  5.31;   9.21;   14.05;    5.25;    2.66;-999;-999;  33.0; -14.5;    9;   776.2;   33.9;eor
       4287;20000101;20001231;   10;  5.38;   9.91;   14.75;    5.96;    2.42;-999;-999;  33.7; -15.3;    9;   604.7;   18.2;eor
       4287;20010101;20011231;   10;  5.43;   9.07;   13.71;    5.12;    2.53;-999;-999;  34.5; -16.8;    9;   834.9;   28.0;eor
       4287;20020101;20021231;   10;  5.47;   9.59;   14.09;    5.68;    2.55;-999;-999;  34.2; -19.0;    9;   912.2;   26.0;eor
       4287;20030101;20031231;   10;  4.58;   9.57;   15.00;    4.77;    2.53;-999;-999;  37.5; -17.2;    9;   464.7;   19.2;eor
       4287;20040101;20041231;   10;  5.43;   8.86;   13.49;    4.76;    2.58;-999;-999;  31.6; -11.9;    9;   715.3;   23.9;eor
