STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
       5111;19150101;19151231;    5;  -999;   -999;   12.51;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5111;19180101;19181231;    5;  -999;   7.88;   12.87;    3.32;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5111;19190101;19191231;    5;  -999;   7.08;   11.58;    2.97;-999;-999;-999;-999;-999;-999;-999;-999;eor
       5111;19200101;19201231;    5;  -999;   8.32;   13.14;    3.94;-999;-999;-999;-999;-999;    5;  1172.0;-999;eor
       5111;19210101;19211231;    5;  -999;   8.50;    -999;    -999;-999;-999;-999;-999;-999;    5;   883.0;-999;eor
       5111;19220101;19221231;    5;  -999;   7.11;   11.71;    2.90;-999;-999;-999;-999;-999;    5;  1180.0;-999;eor
       5111;19230101;19231231;    5;  -999;   7.98;   12.94;    3.53;-999;-999;-999;-999;-999;    5;  1027.0;-999;eor
       5111;19240101;19241231;    5;  -999;   6.92;   11.36;    2.73;-999;-999;-999;-999;-999;    5;  1066.0;-999;eor
       5111;19250101;19251231;    5;  -999;   7.76;    -999;    3.32;-999;-999;-999;-999;-999;    5;   936.0;-999;eor
       5111;19260101;19261231;    5;  -999;   8.51;   13.13;    3.94;-999;-999;-999;-999;-999;    5;  1036.0;-999;eor
       5111;19270101;19271231;    5;  -999;   8.01;   12.63;    3.30;-999;-999;-999;-999;-999;    5;  1012.0;-999;eor
       5111;19280101;19281231;    5;  -999;   8.62;   13.30;    3.94;-999;-999;-999;-999;-999;    5;   990.0;-999;eor
       5111;19290101;19291231;    5;  -999;   7.17;   12.32;    2.12;-999;-999;-999;-999;-999;    5;   925.0;-999;eor
       5111;19300101;19301231;    5;  -999;   8.31;   13.27;    3.53;-999;-999;-999;-999;-999;    5;  1079.0;-999;eor
       5111;19310101;19311231;    5;  -999;   7.07;   12.06;    2.21;-999;-999;-999;-999;-999;    5;   979.0;-999;eor
       5111;19320101;19321231;    5;  -999;   7.79;   12.72;    3.26;-999;-999;-999;-999;-999;    5;   912.0;-999;eor
       5111;19330101;19331231;    5;  -999;   7.04;   11.77;    2.37;-999;-999;-999;-999;-999;    5;  1096.0;-999;eor
       5111;19340101;19341231;    5;  -999;   8.92;   14.08;    3.85;-999;-999;-999;-999;-999;    5;   687.0;-999;eor
       5111;19350101;19351231;    5;  -999;   7.91;   13.26;    3.00;-999;-999;-999;-999;-999;    5;   968.0;-999;eor
