Stations_ID;Von_Datum;Bis_Datum;Stationsname;Parameter;Parameterbeschreibung;Einheit;Datenquelle (Strukturversion=SV);Zusatz-Info;Besonderheiten;Literaturhinweis;eor;
320;18790101;19001231;Heinersreuth-Vollhof;JA_RR;Jahressumme der Niederschlagshoehe;mm;KLIDADIGI: Niederschlagsdaten historisch (1 Termin:  08 MOZ und Tagessummen);Summe aus Monatssummen;;;eor;
320;19010101;19161231;Heinersreuth-Vollhof;JA_RR;Jahressumme der Niederschlagshoehe;mm;KLIDADIGI: Niederschlagsdaten nacherfasst (1 Termin: ca 07 MOZ und Tagessummen);Summe aus Monatssummen;;;eor;
320;19180101;19181231;Heinersreuth-Vollhof;JA_RR;Jahressumme der Niederschlagshoehe;mm;Monatswerte (Messnetz=6) ohne Tageswerte;Summe aus Monatssummen;;;eor;
320;19190101;19251231;Heinersreuth-Vollhof;JA_RR;Jahressumme der Niederschlagshoehe;mm;KLIDADIGI: Niederschlagsdaten nacherfasst (1 Termin: ca 07 MOZ und Tagessummen);Summe aus Monatssummen;;;eor;
320;19280101;19281231;Heinersreuth-Vollhof;JA_RR;Jahressumme der Niederschlagshoehe;mm;Monatswerte (Messnetz=6) ohne Tageswerte;Summe aus Monatssummen;;;eor;
320;19300101;19301231;Heinersreuth-Vollhof;JA_RR;Jahressumme der Niederschlagshoehe;mm;KLIDADIGI: Niederschlagsdaten nacherfasst (1 Termin: ca 07 MOZ und Tagessummen);Summe aus Monatssummen;;;eor;
320;19310101;20061231;Heinersreuth-Vollhof;JA_RR;Jahressumme der Niederschlagshoehe;mm;Niederschlagsdaten aus Niederschlagsroutine des DWD oder Vorgängerdienste bis Einrichtung Nst(A) oder Nst(k) (1 Termin ca 7 MOZ und Tagessummen);Summe aus Monatssummen;;;eor;
320;20070101;20231231;Heinersreuth-Vollhof;JA_RR;Jahressumme der Niederschlagshoehe;mm;Niederschlagsdaten aus Niederschlagsroutine nach 01.04.2001 Terminwert und Tagessummen generiert aus SYNOP-Meldung des 06 UTC Termins;Summe aus Monatssummen;;;eor;
320;19420101;19441231;Heinersreuth-Vollhof;JA_SD_S;Jahressumme der Sonnenscheindauer;Stunde;KLIDADIGI: Klimadaten nacherfasst (3 Termine:  07, 14, 21 MOZ und Tageswerte);Summe aus Monatssummen;;;eor;
320;19510101;20061231;Heinersreuth-Vollhof;JA_SD_S;Jahressumme der Sonnenscheindauer;Stunde;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);Summe aus Monatssummen;;;eor;
320;20070101;20231231;Heinersreuth-Vollhof;JA_SD_S;Jahressumme der Sonnenscheindauer;Stunde;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);Summe aus Monatssummen;;;eor;
320;18790101;19001231;Heinersreuth-Vollhof;JA_TN;Jahresmittel des Lufttemperatur Minimums;°C;KLIDADIGI: Klimadaten nacherfasst (3 Termine:  08, 14, 20 MOZ und Tageswerte);arithm.Mittel aus Monats-Extremen;;;eor;
320;19010101;19461231;Heinersreuth-Vollhof;JA_TN;Jahresmittel des Lufttemperatur Minimums;°C;KLIDADIGI: Klimadaten nacherfasst (3 Termine:  07, 14, 21 MOZ und Tageswerte);arithm.Mittel aus Monats-Extremen;;;eor;
320;19470101;20061231;Heinersreuth-Vollhof;JA_TN;Jahresmittel des Lufttemperatur Minimums;°C;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);arithm.Mittel aus Monats-Extremen;;;eor;
320;20070101;20231231;Heinersreuth-Vollhof;JA_TN;Jahresmittel des Lufttemperatur Minimums;°C;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);arithm.Mittel aus Monats-Extremen;;;eor;
320;18510101;18781231;Heinersreuth-Vollhof;JA_TT;Jahresmittel der Lufttemperatur;°C;Monatswerte (Messnetz=4) ohne Tageswerte.;arithm.Mittel aus Monatsmittelwerten;;;eor;
320;18790101;19001231;Heinersreuth-Vollhof;JA_TT;Jahresmittel der Lufttemperatur;°C;KLIDADIGI: Klimadaten nacherfasst (3 Termine:  08, 14, 20 MOZ und Tageswerte);arithm.Mittel aus Monatsmittelwerten;01.01.1879 - 31.12.1900: Berechnung der Tagesmitteltemperatur aus Terminwerten 8:00,14:00,20:00 Uhr mit der Seewartenformel,  Mai-Aug.:TMK=1/4*(T8+T20+Tmin+Tmax), Sep.-Apr.:TMK=1/2*((T8+T20)/2+(T8+T14+T20)/3).;;eor;
320;19010101;19461231;Heinersreuth-Vollhof;JA_TT;Jahresmittel der Lufttemperatur;°C;KLIDADIGI: Klimadaten nacherfasst (3 Termine:  07, 14, 21 MOZ und Tageswerte);arithm.Mittel aus Monatsmittelwerten;;;eor;
320;19470101;20061231;Heinersreuth-Vollhof;JA_TT;Jahresmittel der Lufttemperatur;°C;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);arithm.Mittel aus Monatsmittelwerten;;;eor;
320;20070101;20231231;Heinersreuth-Vollhof;JA_TT;Jahresmittel der Lufttemperatur;°C;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);arithm.Mittel aus Monatsmittelwerten;;;eor;
320;18790101;19001231;Heinersreuth-Vollhof;JA_TX;Jahresmittel der Lufttemperatur Maximum;°C;KLIDADIGI: Klimadaten nacherfasst (3 Termine:  08, 14, 20 MOZ und Tageswerte);arithm.Mittel aus Monats-Extremen;;;eor;
320;19010101;19461231;Heinersreuth-Vollhof;JA_TX;Jahresmittel der Lufttemperatur Maximum;°C;KLIDADIGI: Klimadaten nacherfasst (3 Termine:  07, 14, 21 MOZ und Tageswerte);arithm.Mittel aus Monats-Extremen;;;eor;
320;19470101;20061231;Heinersreuth-Vollhof;JA_TX;Jahresmittel der Lufttemperatur Maximum;°C;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK);arithm.Mittel aus Monats-Extremen;;;eor;
320;20070101;20231231;Heinersreuth-Vollhof;JA_TX;Jahresmittel der Lufttemperatur Maximum;°C;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);arithm.Mittel aus Monats-Extremen;;;eor;
Legende: FT  = Folgetag; GZ = Gesetzliche Zeit
generiert: 23.05.2024 --  Deutscher Wetterdienst  --
